Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Fuel Configuration Name,Electric-Only Range,PHEV Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity,,,,
13108,41,1,211,29,iX M60,2023,,,77-78,,,,Auto,e-motor,190 and 360 kW electric motors,,190 and 360 kW electric motors,BMW,https://www.bmwusa.com,SUV,ELEC,Electric,Dedicated,288,,,,AWD,11,195,3,28,393,369,303,111,5,,,,
12367,41,1,237,27,Model S Standard Range,2020,113,105,109,,,,Auto,e-motor,193 kW and 205 kW electric motor,,"193 kW and 205 kW electric motor;
245 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated,287,,,,,,,,,,,,,,,,,
13237,41,1,239,29,EQS 450 4MATIC (SUV),2023,79,77,78,,,,Auto,e-motor,TBD,,TBD,Mercedes-Benz,https://www.mbusa.com,SUV,ELEC,Electric,Dedicated,285,,,,AWD,9.6,200,3,27,456,396,282,111,5,,,,
13239,41,1,239,29,EQS 580 4MATIC (SUV),2023,79,74,77,,,,Auto,e-motor,TBD,,TBD,Mercedes-Benz,https://www.mbusa.com,SUV,ELEC,Electric,Dedicated,285,,,,AWD,9.6,200,3,27,456,396,282,111,5,,,,
12258,41,1,237,27,Model S Standard Range,2019,113,105,109,,,,Auto,e-motor,193 kW and 205 kW electric motor,,"193 kW and 205 kW electric motor;
245 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated,285,,,,,,,,,,,,,,,,,
13233,41,1,361,27,EV6 Long Range AWD,2023,,,96-109,,,,Auto,e-motor,TBD,,TBD,Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,282,,,,AWD,11,200,4,35,527,697,111,77,5,,,,
13229,41,1,478,27,Electrified G80,2023,105,89,97,,,,Auto,e-motor,TBD,,TBD,Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,ELEC,Electric,Dedicated,282,,,,AWD,,,,,,523,167,87,,,,,
13046,41,1,211,27,"i4 eDrive40 Gran Coupe (19"" Wheels) ",2022,100,98,99,,,,Auto,e-motor,250 kW electric motor,,"250 kW electric motor;
211 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,282,,,,RWD,,,,,,,,,,,,,
13075,41,1,237,29,Model Y AWD,2022,129,116,123,,,,Auto,e-motor,91 and 200 kW electric motors,,"91 and 200 kW electric motors;
235 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated,279,,,,AWD,,,,,,,,,,,,,
13060,41,1,219,29,Mustang Mach-E AWD Extended,2022,97,84,91,,,,Auto,e-motor,258 kW electric motors (x2),,"258 kW electric motors (x2);
288 Ah battery",Ford,https://www.ford.com,SUV,ELEC,Electric,Dedicated,277,,,,AWD,,,,,,,,,,,,,
13311,41,1,239,27,AMG EQS 4MATIC+,2022,76,78,77,,,,Auto,e-motor,174 and 310 kW,,174 and 310 kW electric motors,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,277,,,,AWD,9.6,200,3,27,456,396,282,111,5,,,,
13249,41,1,347,29,ID.4 S/Pro/Pro S,2023,115,98,107,,,,Auto,e-motor,150 kW electric motor,,150 kW electric motor,Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,275,,,,RWD,11,125,4,34,306,350,234,81,5,,,,
13098,41,1,347,29,ID.4 Pro,2022,116,98,107,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,275,,,,RWD,,,,,,,,,,,,,
13008,41,1,361,27,EV6 AWD (Long Range) ,2022,116,94,105,,,,Auto,e-motor,74 kW and 165 kW electric motors,,"74 kW and 165 kW electric motors;
111 Ah battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,274,,,,AWD,,,,,,,,,,,,,
13275,41,1,237,27,Model 3 RWD,2023,138,126,132,,,,Auto,e-motor,192 kW electric motor,,192 kW electric motor,Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated,272,,,,RWD,11.5,250,4,41,712,350,174,60,5,,,,
13013,41,1,237,27,Model 3 RWD,2022,138,126,132,,,,Auto,e-motor,192 kW electric motor,,"192 kW electric motor; 
174 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated,272,,,,RWD,,,,,,,,,,,,,
13226,41,1,211,27,i4 M50 Gran Coupe,2023,,,80-96,,,,Auto,e-motor,TBD,,TBD,BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,271,,,,AWD,11,196,4,33,463,399,210,83,5,,,,
13333,41,1,219,29,Mustang Mach-E GT,2023,,,82-84,,,,Auto,e-motor,180  kW electric motor,,180  kW electric motors (x2),Ford,https://www.ford.com,SUV,ELEC,Electric,Dedicated,270,,,Includes Performance model,AWD,11,115-150,3,30,331,404,288,116,5,,,,
13116,41,1,462,27,Polestar 2,2023,113,100,107,,,,Auto,e-motor,170 kW electric motor,,170 kW electric motor,Polestar Automotive USA,,Sedan/Wagon,ELEC,Electric,Dedicated,270,,,Single motor,FWD,11,150,3,30,328,396,196,77,5,,,,
13048,41,1,211,27,"i4 M50 Gran Coupe (19"" Wheels) ",2022,94,98,96,,,,Auto,e-motor,190 and 230 kW electric motors,,"190 and 230 kW electric motors;
211 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,270,,,,AWD,,,,,,,,,,,,,
13057,41,1,219,29,Mustang Mach-E GT AWD,2022,90,77,84,,,,Auto,e-motor,179  kW electric motors (X2),,"179  kW electric motors (X2);
288 Ah battery",Ford,https://www.ford.com,SUV,ELEC,Electric,Dedicated,270,,,,AWD,,,,,,,,,,,,,
13009,41,1,462,27,Polestar 2 (Single Motor),2022,113,100,107,,,,Auto,e-motor,170kW electric motor,,"170kW electric motor;
196 Ah battery",Polestar Automotive USA,,Sedan/Wagon,ELEC,Electric,Dedicated,270,,,,FWD,,,,,,,,,,,,,
12667,41,1,219,27,Mustang Mach-E AWD Extended,2021,96,84,90,,,,Auto,e-motor,209 kW electric motor,,"209 kW electric motor;
288 kWh battery",Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,270,,,,,,,,,,,,,,,,,
12993,41,1,219,27,Mustang Mach-E GT AWD,2021,90,77,84,,,,Auto,e-motor,179  kW electric motors (X2),,"179  kW electric motors (X2);
288 Ah battery",Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,270,,,,AWD,,,,,,,,,,,,,
12257,41,1,237,29,"Model X Performance (22"" Wheels)",2019,80,77,79,,,,Auto,e-motor,"193, 205, 375 kW electric motor",,"193, 205, and 375 kW electric motors;
250 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated,270,,,,,,,,,,,,,,,,,
13222,41,1,377,29,Q4 e-tron,2023,112,94,103,,,,Auto,e-motor,TBD,,TBD,Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,Dedicated,265,,,,RWD,11,125,3,31,282,352,234,82,5,,,,
12371,41,1,237,27,Model 3 Mid Range,2020,128,117,123,,,,Auto,e-motor,211 kW electric motor,,"211 kW electric motor;
230 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated,264,,,,,,,,,,,,,,,,,
12180,41,1,237,27,Model 3 Mid Range,2019,128,117,123,,,,Auto,e-motor,202 kW electric motor,,"202 kW electric motor;
230 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated,264,,,,,,,,,,,,,,,,,
12752,41,1,237,27,Model 3 Standard Range Plus RWD,2021,150,133,142,,,,Auto,e-motor,198 kW electric motor,,198 kW electric motor; 158 Ah battery,Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated,263,,,,RWD,,,,,,,,,,,,,
13099,41,1,347,29,ID.4 Pro S,2022,110,93,102,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,262,,,,RWD,,,,,,,,,,,,,
13115,41,1,462,27,Polestar 2 Dual Motor,2023,,,96-100,,,,Auto,e-motor,150 /175 kW electric motors (X2),,150 /175 kW electric motors (X2),Polestar Automotive USA,,Sedan/Wagon,ELEC,Electric,Dedicated,260,,,"Includes Dual Motor, Performance Pack, and BST Edition",AWD,11,150,3,30,328,396,196,77,5,,,,
13058,41,1,219,29,Mustang Mach-E GT Performance,2022,88,75,82,,,,Auto,e-motor,179  kW electric motor,,"179  kW electric motor;
288 Ah battery",Ford,https://www.ford.com,SUV,ELEC,Electric,Dedicated,260,,,,AWD,,,,,,,,,,,,,
12994,41,1,219,27,Mustang Mach-E GT AWD,2021,88,75,82,,,,Auto,e-motor,179  kW electric motors (X2),,"179  kW electric motors (X2);
288 Ah battery",Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,260,,,,AWD,,,,,,,,,,,,,
12838,41,1,347,29,ID.4 Pro,2021,107,91,99,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,260,,,,,,,,,,,,,,,,,
13110,41,1,215,27,Bolt EV,2023,131,109,120,,,,Auto,e-motor,150 kW electric motor,,150 kW electric motor,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,259,,,,FWD,11.5,50,4,41,142,400,189,75,5,,,,
12777,41,1,215,27,Bolt EV,2022,131,109,120,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
189 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,259,,,,FWD,,,,,,,,,,,,,
12696,41,1,215,27,Bolt EV,2021,127,108,118,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
189 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,259,,,,,,,,,,,,,,,,,
12351,41,1,215,27,Bolt EV,2020,127,108,118,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
188 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,259,,,,,,,,,,,,,,,,,
12178,41,1,237,27,Model S 75D,2019,102,105,103,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2);
245 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated,259,,,,,,,,,,,,,,,,,
13230,41,1,351,29,Kona Electric,2023,132,106,120,,,,Auto,e-motor,TBD,,TBD,Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,Dedicated,258,,,,FWD,7.2,75,4,26,214,356,180,64,5,,,,
12879,41,1,351,29,Kona Electric,2022,132,108,120,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,Dedicated,258,,,,FWD,,,,,,,,,,,,,
12725,41,1,351,29,Kona Electric,2021,132,108,120,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,Dedicated,258,,,,,,,,,,,,,,,,,
12352,41,1,351,29,Kona Electric,2020,132,108,120,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,Dedicated,258,,,,,,,,,,,,,,,,,
12363,41,1,237,29,Model X Standard Range,2020,105,98,101,,,,Auto,e-motor,193 and 205 kW electric motor,,"193 and 205 kW electric motors;
250 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated,258,,,,,,,,,,,,,,,,,
12210,41,1,351,29,Kona Electric,2019,132,108,120,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Hyundai,http://www.hyundaiusa.com/,SUV,ELEC,Electric,Dedicated,258,,,,,,,,,,,,,,,,,
13005,41,1,351,27,Ioniq 5 AWD (Long Range),2022,110,87,98,,,,Auto,e-motor,74 kW and 165 kW electric motors,,"74 kW and 165 kW electric motors;
111 Ah battery",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,256,,,,AWD,,,,,,,,,,,,,
13250,41,1,347,29,ID.4 AWD Pro/Pro S,2023,104,93,99,,,,Auto,e-motor,TBD,,TBD,Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,255,,,,AWD,11,125,4,34,306,350,234,81,5,,,,
13235,41,1,361,27,Niro Electric,2023,123,101,113,,,,Auto,e-motor,TBD,,TBD,Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,253,,,,FWD,7.2,75,4,24,199,358,180,64,5,,,,
13117,41,1,221,29,bZ4X,2023,,,114-119,,,,Auto,e-motor,150 kW electric motor,,150 kW electric motor,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,252,,,Includes standard and Limited models,FWD,6.6,150,4,23,353,355,201,71,5,,,,
13096,41,1,347,29,ID.4 AWD Pro,2022,106,96,101,,,,Auto,e-motor,80 and 150 kW electric motors,,"80 and 150 kW electric motors;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,251,,,,AWD,,,,,,,,,,,,,
12674,41,1,347,29,ID.4 1st,2021,104,89,97,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,250,,,,,,,,,,,,,,,,,
12675,41,1,347,29,ID.4 Pro S,2021,104,89,97,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,250,,,,,,,,,,,,,,,,,
12370,41,1,237,27,Model 3 Standard Range Plus,2020,148,141,132,,,,Auto,e-motor,211 kW electric motor,,"211 kW electric motor;
230 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated,250,,,,,,,,,,,,,,,,,
12884,41,1,462,27,Polestar 2 (Dual Motor),2022,94,84,89,,,,Auto,e-motor,150kW electric motors (X2),,"dual 150 kW electric motors (300kW total);
196 Ah battery",Polestar Automotive USA,,Sedan/Wagon,ELEC,Electric,Dedicated,249,,,,AWD,,,,,,,,,,,,,
12996,41,1,347,29,ID.4 AWD Pro,2021,102,90,97,,,,Auto,e-motor,80 and 150 kW electric motors,,"80 and 150 kW electric motors;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,249,,,,AWD,,,,,,,,,,,,,
13112,41,1,478,27,GV60 Advance,2023,103,86,95,,,,Auto,e-motor,74 and 160 kW electric motors,,74 and 160 kW electric motors,Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,ELEC,Electric,Dedicated,248,,,,AWD,,,,,,697,111,77,,,,,
13111,41,1,215,27,Bolt EUV,2023,125,104,115,,,,Auto,e-motor,150 kW electric motor,,150 kW electric motor,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,247,,,,FWD,11.5,50,4,39,136,400,189,75,5,,,,
12778,41,1,215,27,Bolt EUV,2022,125,104,115,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
189 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,247,,,,FWD,,,,,,,,,,,,,
13053,41,1,219,29,Mustang Mach-E RWD,2022,110,96,103,,,,Auto,e-motor,198 kW electric motor,,"198 kW electric motor;
216 kWh battery",Ford,https://www.ford.com,SUV,ELEC,Electric,Dedicated,247,,,,RWD,,,,,,,,,,,,,
13231,41,1,385,29,I-PACE EV400,2023,,,76-85,,,,Auto,e-motor,TBD,,TBD,Jaguar,http://www.jaguarusa.com/index.html,SUV,ELEC,Electric,Dedicated,246,,,,4WD,7,100,3,16,180,388,223,86,5,,,,
13245,41,1,391,27,Taycan AWD,2023,,,75-83,,,,Auto,e-motor,175/190 and 270/335 kW motors,,175/190 and 270/335 kW electric motors,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,246,,,"Includes GTS, 4S Performance Battery, 4S Performance Battery Plus, Turbo, and Turbo S",AWD,11,270,2,23,442,850,129,109,4,,,,
13106,41,1,391,27,Taycan GTS,2022,83,82,83,,,,Auto,e-motor,194 and 360 kW electric motors,,"194 and 360 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,246,,,,AWD,,,,,,,,,,,,,
13097,41,1,347,29,ID.4 AWD Pro S,2022,100,90,95,,,,Auto,e-motor,80 and 150 kW electric motors,,"80 and 150 kW electric motors;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,245,,,,AWD,,,,,,,,,,,,,
13018,41,1,237,29,Model Y RWD,2022,140,119,129,,,,Auto,e-motor,209 kW electric motor,,"209 kW electric motor;
158 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated,244,,,,RWD,,,,,,,,,,,,,
12760,41,1,237,29,Model Y Standard Range RWD,2021,140,119,129,,,,Auto,e-motor,209 kW electric motor,,"209 kW electric motor;
158 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated,244,,,,,,,,,,,,,,,,,
13312,41,1,239,29,EQB 300 4MATIC,2022,104,98,101,,,,Auto,e-motor,72 and 96 kW,,72 and 96 kW electric motors,Mercedes-Benz,https://www.mbusa.com,SUV,ELEC,Electric,Dedicated,243,,,,AWD,,,,,,321,229,73,,,,,
13246,41,1,391,27,Taycan Perf Battery/Battery Plus,2023,,,82--83,,,,Auto,e-motor,240 or 280 kW electric motor,,240 or 280 kW electric motor,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,242,,,,RWD,11,270,2,23,442,850,129,109,4,,,,
13224,41,1,377,29,Q4 e-tron Sportback,2023,100,89,95,,,,Auto,e-motor,TBD,,TBD,Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,Dedicated,242,,,,AWD,11,125,3,31,282,352,234,82,5,,,,
12954,41,,377,29,Q4 e-tron quattro,2022,100,89,95,,,,Auto,e-motor,80 kW and 150 kW electric motor,,"80 kW and 150 kW electric motors;
234 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,,241,,,,AWD,,,,,,,,,,,,,
12955,41,,377,29,Q4 e-tron Sportback quattro,2022,100,89,95,,,,Auto,e-motor,80 kW and 150 kW electric motor,,"80 kW and 150 kW electric motors;
234 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,,241,,,,AWD,,,,,,,,,,,,,
12956,41,,377,29,RS e-tron GT,2022,100,89,95,,,,Auto,e-motor,335 kW electric motor,,"335 kW electric motor;
723 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,,241,,,,AWD,,,,,,,,,,,,,
13330,41,1,219,25,F150 Lightning 4WD,2023,,,68,,,,Auto,e-motor,358 kW electric motors (x2),,358 kW electric motors (x2),Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated,240,,,,AWD,11.6-19.6,150,2,24-40,249,378,328,123,5,,,,
13341,41,1,351,27,Ioniq 6 Standard range RWD,2023,151,120,135,,,,Auto,e-motor,111 kW,,111 kW electric motor,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,240,,,,RWD,,,,,,480,111,53,,,,,
12995,41,1,347,29,ID.4 Pro S AWD ,2021,98,88,93,,,,Auto,e-motor,80 and 150 kW electric motors,,"80 and 150 kW electric motors;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,240,,,,AWD,,,,,,,,,,,,,
12251,41,1,237,27,Model 3 Standard Range Plus,2019,140,124,133,,,,Auto,e-motor,211 kW electric motor,,"211 kW electric motor;
230 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated,240,,,,,,,,,,,,,,,,,
12880,41,1,361,27,Niro Electric,2022,123,102,112,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,239,,,,FWD,,,,,,,,,,,,,
12751,41,1,361,27,Niro Electric,2021,123,102,112,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,239,,,,,,,,,,,,,,,,,
12440,41,1,361,27,Niro Electric,2020,123,102,112,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,239,,,,,,,,,,,,,,,,,
12103,41,1,385,29,I-PACE,2019,80,72,76,,,,Auto,e-motor,147 kW electric motor,,"147 kW electric motor;
223 Ah battery",Jaguar,http://www.jaguarusa.com/index.html,SUV,ELEC,Electric,Dedicated,239,,,,,,,,,,,,,,,,,
12104,41,1,361,27,Niro Electric,2019,123,102,112,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
180 Ah battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,239,,,,,,,,,,,,,,,,,
13221,41,1,377,27,e-tron GT/RS e-tron GT,2023,,,81-82,,,,Auto,e-motor,TBD,,TBD,Audi,http://progress.audiusa.com/,Sedan/Wagon,ELEC,Electric,Dedicated,238,,,,AWD,9.6,270,3,23,292,397,240,95,5,,,,
12949,41,,377,27,e-tron GT,2022,81,83,82,,,,Auto,e-motor,175 kW electric motor,,"175 kW electric motor;
129 Ah battery",Audi,http://progress.audiusa.com/,Sedan/Wagon,ELEC,Electric,,238,,,,AWD,,,,,,,,,,,,,
12209,41,1,215,27,Bolt EV,2019,128,110,119,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
171 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated,238,,,,,,,,,,,,,,,,,
12173,41,1,237,29,Model X 75D,2019,91,95,93,,,,Auto,e-motor,193 kW electric motor (X2),,"193 kW electric motor (X2);
250 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated,238,,,,,,,,,,,,,,,,,
13223,41,1,377,29,Q4 e-tron quattro,2023,97,87,93,,,,Auto,e-motor,TBD,,TBD,Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,Dedicated,236,,,,AWD,11,125,3,31,282,397,240,95,5,,,,
13247,41,1,391,27,Taycan Cross Turismo,2023,,,75-80,,,,Auto,e-motor,175/190 and 335 kW motors,,175/190 and 335 kW electric motors,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,235,,,"Includes 4, 4S, Turbo, and Turbo S models",AWD,11,270,2,23,442,850,129,109,4,,,,
13113,41,1,478,27,GV60 Performance,2023,97,82,90,,,,Auto,e-motor,160 kW electric motors (X2),,160 kW electric motors (X2),Genesis,https://www.genesis.com/us/en/genesis.html,Sedan/Wagon,ELEC,Electric,Dedicated,235,,,,AWD,,,,,,697,111,77,,,,,
12757,41,1,385,29,I-PACE EV400,2021,80,72,76,,,,Auto,e-motor,,,223 Ah battery,Jaguar,http://www.jaguarusa.com/index.html,SUV,ELEC,Electric,Dedicated,234,,,,4WD,,,,,,,,,,,,,
12267,41,1,385,29,I-PACE,2020,80,72,76,,,,Auto,e-motor,201 kW electric motor,,"201 kW electric motor;
223 Ah battery",Jaguar,http://www.jaguarusa.com/index.html,SUV,ELEC,Electric,Dedicated,234,,,,,,,,,,,,,,,,,
13244,41,1,391,27,Taycan GTS Sport Turismo,2023,80,80,80,,,,Auto,e-motor,175 and 335 kW electric motors,,175 and 335 kW electric motors,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,233,,,,AWD,11,270,2,23,442,850,129,109,4,,,,
13107,41,1,391,27,Taycan GTS ST,2022,80,80,80,,,,Auto,e-motor,194 and 360 kW electric motors,,"194 and 360 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,233,,,,AWD,,,,,,,,,,,,,
12595,41,1,462,27,Polestar 2,2021,96,88,92,,,,Auto,,,,"150 kW electric motor;
196 Ah battery",Polestar Automotive USA,,Sedan/Wagon,ELEC,Electric,Dedicated,233,,,,,,,,,,,,,,,,,
13006,41,1,361,27,EV6 RWD,2022,136,100,117,,,,Auto,e-motor,125 kW electric motor,,"125 kW electric motor;
111 Ah battery",Kia,http://www.kia.com,Sedan/Wagon,ELEC,Electric,Dedicated,232,,,,RWD,,,,,,,,,,,,,
13093,41,1,219,25,F150 Lightning 4WD,2022,76,61,68,,,,Auto,e-motor,358 kW electric motors (x2),,"358 kW electric motors (X2);
328 Ah battery",Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated,230,,,,AWD,,,,,,,,,,,,,
12664,41,1,219,27,Mustang Mach-E RWD,2021,105,93,100,,,,Auto,e-motor,198 kW electric motor,,"198 kW electric motor;
216 kWh battery",Ford,https://www.ford.com,Sedan/Wagon,ELEC,Electric,Dedicated,230,,,,,,,,,,,,,,,,,
13248,41,1,383,29,Solterra AWD,2023,,,102-104,,,,Auto,e-motor,TBD,,TBD,Subaru,http://www.subaru.com/,SUV,ELEC,Electric,Dedicated,228,,,"Includes Standard, Limited, and Touring models",AWD,,,,,,355,205,72,,,,,
13118,41,1,221,29,bZ4X AWD,2023,,,102-104,,,,Auto,e-motor,80 and 150 kW electric motors,,80 and 150 kW electric motors,Toyota,http://www.toyota.com,SUV,ELEC,Electric,Dedicated,228,,,Includes standard and Limited models,AWD,6.6,100-150,4,23,353,355,205,72,5,,,,
13049,41,1,211,27,"i4 M50 Gran Coupe (20"" Wheels) ",2022,79,80,80,,,,Auto,e-motor,190 and 230 kW electric motors,,"190 and 230 kW electric motors;
211 Ah battery",BMW,https://www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,227,,,,AWD,,,,,,,,,,,,,
13313,41,1,239,29,EQB 350 4MATIC,2022,98,93,96,,,,Auto,e-motor,72 and 143 kW,,72 and 143 kW electric motors,Mercedes-Benz,https://www.mbusa.com,SUV,ELEC,Electric,Dedicated,227,,,,AWD,,,,,,321,229,73,,,,,
12961,41,1,391,27,Taycan 4S Perf Battery Plus,2022,72,81,77,,,,Auto,e-motor,175 and 320 kW electric motors,,"175 and 320 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,227,,,,AWD,,,,,,,,,,,,,
